#id,RT,RI,abundance,CAS,weight
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~chavicol",23.917,,6517388,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,41248904,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,6449896,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~eugenol",28.48,,1933999648,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,2845889,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,4557595,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,51271555,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,4856773,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,1555708,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,6068585,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,146556299,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,4908721,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~humulene",32.644,,16074075,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,11474768,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,9167196,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,36040515,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,24827365,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,27071122,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,43571305,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,5647038,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,3305244,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,1820866,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~epicubenol",38.984,,5062462,,
"2-20160501OB-UV~Treat3~FL2~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,37631052,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,263809137,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~Ocimene",14.001,,33337855,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,3157780,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~terpinolene",15.882,,7736146,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~linalool",16.701,,485869251,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~camphor",18.747,,5193933,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,10274657,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,4312592,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,37726840,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,3763406,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~chavicol",23.917,,6843868,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,37491760,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,6318216,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~eugenol",28.48,,1976449140,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,2853146,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,4310511,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,49304792,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,4613719,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,1533290,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,5964924,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,146280029,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,4691865,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~humulene",32.644,,15604061,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,10917490,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,8745081,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,35116585,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,24519497,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,26717304,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,41357462,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,5519718,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,3128386,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,1648828,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~epicubenol",38.984,,4555706,,
"2-20160501OB-UV~Treat3~FL3~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,33179171,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,75081453,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~Ocimene",14.001,,7967479,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2249647,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~linalool",16.701,,381749433,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~camphor",18.747,,,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,9743837,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,9023300,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~chavicol",23.917,,1703102,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,8035372,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,5464240,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,1390072,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~eugenol",28.48,,941010780,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,4527049,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,2533859,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,34462700,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,4550674,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,4504529,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,123667216,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,4608007,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~humulene",32.644,,9767079,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,55361846,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,8765117,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,37734877,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,20374598,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,34351367,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,45795918,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,6276079,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,2675716,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,2105035,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~epicubenol",38.984,,3607835,,
"2-20160501OB-UV~Treat4~PS1~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,29374942,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,81463692,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~Ocimene",14.001,,8057887,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2469043,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~linalool",16.701,,409560648,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~camphor",18.747,,,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,11555830,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,10909962,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~chavicol",23.917,,1925982,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,6771742,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,3757121,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~eugenol",28.48,,1030940593,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,3524968,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,24838545,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,4783772,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,3155128,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,93460853,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,2495976,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~humulene",32.644,,7125704,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,38316473,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,6313617,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,26450735,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,14308968,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,22819277,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,32038260,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,4430419,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,1671351,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~epicubenol",38.984,,3240994,,
"2-20160501OB-UV~Treat4~PS2~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,27520471,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,52300052,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~Ocimene",14.001,,2881315,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~terpinolene",15.882,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~linalool",16.701,,361447857,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~camphor",18.747,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,11250812,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,11088816,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,5243099,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,2228565,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~eugenol",28.48,,1048332882,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,2349295,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,16435573,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,5006533,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,2065877,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,64461607,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~humulene",32.644,,4782004,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,26505070,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,4264200,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,16325114,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,8579294,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,10825971,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,21564312,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,3377933,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~epicubenol",38.984,,3210044,,
"2-20160501OB-UV~Treat4~PS3~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,27766978,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,115304684,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~Ocimene",14.001,,16224216,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~terpinolene",15.882,,2139946,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~linalool",16.701,,379081943,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~camphor",18.747,,2285521,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,6853395,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,9978033,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,2027850,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,15367118,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,2732186,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~eugenol",28.48,,795768318,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,1532335,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,2689801,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,22325071,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,2223527,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,2560461,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,78048389,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,1923665,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~humulene",32.644,,6427068,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,7707506,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,4252983,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,15334436,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,11112565,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,16760474,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,22445966,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,3241264,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~epicubenol",38.984,,2377716,,
"2-20160501OB-UV~Treat5~FS1~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,18133660,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,133135865,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~Ocimene",14.001,,15294687,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~terpinolene",15.882,,1886493,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~linalool",16.701,,417760855,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~camphor",18.747,,2541765,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~endo-borneol",19.99,,8939494,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~terpinen-4-ol",20.432,,,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~alpha-terpineol",21.169,,11603303,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~octyl acetate",22.111,,1452505,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~chavicol",23.917,,,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~bornyl acetate",25.34,,13586237,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~gamma-elemene",27.455,,2353143,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~alpha-cubebene",28.129,,,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~eugenol",28.48,,712027544,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~alpha-copaene",29.346,,1490676,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~beta-elemene",29.659,,2518162,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~sesquiterpene a",29.978,,20302070,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~methyleugenol",30.5,,2403319,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~trans-alpha-bergamotene",31,,,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~beta-ylangene",31.129,,2334009,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~cis-alpha-bergamotene",31.879,,73289315,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~alpha-copaene",32.28,,1591462,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~humulene",32.644,,5883865,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~cis-beta-farnesene",32.767,,6686773,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~cis-muurola-4(15)5-diene",32.925,,3850189,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~Germacrene D",33.71,,14059889,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~bicyclogermacrene",34.367,,9339105,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~alpha-bulnesene",34.592,,14039372,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~gamma-cadinene",35.038,,19724384,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~delta-cadinene",35.284,,2794339,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~sesquiterpene b",35.55,,,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~alpha-cadinene",35.97,,,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~nerolidol",37.08,,,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~epicubenol",38.984,,2431556,,
"2-20160501OB-UV~Treat5~FS2~2016-08-10T00:00:00.0Z~tau-cadinol",40.008,,20055542,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~Eucalyptol",13.147,,130014619,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~Ocimene",14.001,,11787685,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~gamma-terpinene",14.494,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~terpinolene",15.882,,,,
"2-20160501OB-UV~Treat5~FS3~2016-08-10T00:00:00.0Z~linalool",16.701,,418902403,,
